OrderID,OrderDate,CustomerName,City,Product,Category,Quantity,UnitPrice,TotalAmount,PaymentMode,Rating
1389,15-06-2024,Bala Murugan,Tirunelveli,Detergent 1kg,Household,1,309.88,309.88, UPI,4
1168,01/28/2024,Anitha Pillai,Tiruchirapalli,Paneer 200g,Dairy,10,190.55,1905.5,Cash ,4
1377,08/15/2024,Karthik Reddy,Combatore,Juice 1L,Beverages,10,131.64,1316.4,cash,3
1363,2024-01-10,Lakshmi Iyer,SALEM,Milk 1L,Dairy,10,334.26,3342.6, UPI,3
1309,03/13/2024,Sangeetha Pillai,Madurai,Rice 5kg,Grocery,6,100.63,603.78,Card,
1330,31/10/24,  Manoj Murugan  ,MADURAI,Salt 1kg,Grocery,4,384.41,1537.64,upi,3
1395,25/08/24,  Manoj Kumar  ,Trichy,Paneer 200g,Dairy,8,241.07,1928.56,Net Banking,1
1268,2024-03-06,Swathi Sharma,salem,Butter 100g,Dairy,4,415.28,1661.12,card,5
1393,01/04/24,Sangeetha Reddy,Trunelveli,Coffee Powder 200g,Beverages,1,447.63,447.63,netbanking,5
1229,02/05/2024,Sangeetha Reddy,Salem,Banana Chips 200g,Snacks,9,424.28,3818.52,card,4
1315,04/28/2024,Bala Sharma,SALEM,Juice 1L,Beverages,7,226.54,1585.78,Net banking,5
1382,29/09/24,Arun Sundaram,Combatore,Butter 100g,Dairy,6,489.5,2937.0,Net banking,2
1357,11/17/2024,Vijay Iyer,CHENNAI,Salt 1kg,Grocery,1,458.8,458.8,Cash ,5
1141,01/23/2024,  Karthik Pillai  ,Tiruchirapalli,Tea Powder 250g,Beverages,7,512.42,3586.94, UPI,4
1157,01/02/24,Priya Sundaram,madurai,Soft Drink 1.5L,Beverages,5,151.22,756.1,Cash,5
1375,01-02-2024,Divya Raj,tirunelveli,Wheat Flour 5kg,Grocery,6,502.86,3017.16,UPI,4
1294,11/09/2024,Ramesh Nair,erode,Detergent 1kg,Household,6,₹383.55,2301.3,Cash ,5
1266,30/12/24,Divya Sharma,vellore,Soap Pack of 4,Household,3,584.86,1754.58,netbanking,5
1286,06-09-2024,Ramesh Nair,Combatore,Murukku 250g,Snacks,6,340.98,2045.88,cash,2
1129,2024-09-05,Manoj Pillai,Chennai,Soft Drink 1.5L,Beverages,9,250.68,2256.12,netbanking,5
1140,05/05/2024,Karthik Pillai,Coimbatore ,Mixture 500g,Snacks,10,475.01,4750.1,CARD,4
1317,26/02/24,Manoj Pillai,Coimbatore ,Sugar 1kg,Grocery,8,286.6,2422.73,CARD,3
1135,07-06-2024,  Vijay Krishnan  ,Coimbatore,Rice 5kg,Grocery,1,570.23,570.23,netbanking,
9998,2024-07-20,,chennai,Milk 1L,Dairy,2,25.0,50.0,upi,
1216,2024-08-18,Raja Iyer,Erode,Butter 100g,Dairy,8,194.02,1552.16,Net Banking,
1244,11/16/2024,Priya Sundaram,Tiruchirapalli,Mixture 500g,Snacks,1,567.6,567.6,card,
1260,2024-09-04,Meena Krishnan,tirunelveli,Coffee Powder 200g,Beverages,3,85.09,255.27,Cash ,
1303,31/07/24,Prakash Murugan,CHENNAI,Namkeen 200g,Snacks,7,234.39,1640.73,card,4
1195,2024-01-03,  Meena Sharma  ,Trichy,Banana Chips 200g,Snacks,4,204.32,817.28,CARD,3
1196,14-05-2024,Ramesh Pillai,salem,Butter 100g,Dairy,8,278.31,2226.48,cash,2
1400,01/07/2024,Prakash Murugan,Trunelveli,Wheat Flour 5kg,Grocery,6,587.25,3523.5,Cash ,4
1296,03/03/24,Bala Krishnan,Coimbatore ,Ghee 500ml,Dairy,4,205.87,823.48,netbanking,
1026,13/05/24,Prakash Pillai,Erode,Biscuit Pack,Snacks,7,440.03,3080.21,Cash ,
1172,13-07-2024,Raja Murugan,,Curd 500g,Dairy,1,237.61,237.61,Cash,2
1249,26/03/24,Raja Iyer,chennai,Juice 1L,Beverages,1,343.47,343.47,cash,5
1061,2024-08-23,Anitha Kumar,Vellore,Murukku 250g,Snacks,2,520.02,1040.04,netbanking,2
1241,12/05/24,Swathi Murugan,chennai,Rice 5kg,Grocery,5,27.97,139.85,netbanking,1
1088,18-12-2024,Bala Pillai,vellore,Banana Chips 200g,Snacks,9,328.76,2958.84,CASH,5
1017,07/29/2024,Lakshmi Pillai,,Toor Dal 1kg,Grocery,7,584.83,4093.81,upi,3
1392,01/04/2024,Suresh Nair,vellore,Sunflower Oil 1L,Grocery,4,95.36,381.44,Net Banking,5
1032,03/02/2024,Prakash Krishnan,Salem,Rice 5kg,Grocery,10,234.03,2340.3,card,4
1097,27-02-2024,Ramesh Reddy,trichy,Mixture 500g,Snacks,10,236.7,2367.0,upi,2
1022,24/02/24,Priya Krishnan,Madurai,Curd 500g,Dairy,10,512.85,5128.5, UPI,4
1076,20-05-2024,Lakshmi Raj,salem,Ghee 500ml,Dairy,5,197.77,988.85,netbanking,
1381,14-05-2024,Arun Sharma,salem,Sunflower Oil 1L,Grocery,-6,45.46,190.34,CARD,3
1210,15/01/24,Raja Sundaram,Tirunelveli,Phenyl 1L,Household,10,165.08,1650.8,Net Banking,5
1352,01/04/2024,Deepa Sundaram,Tiruchirapalli,Milk 1L,Dairy,9,309.07,2781.63,card,3
1112,16-06-2024,Prakash Murugan,vellore,Dishwash Liquid 500ml,Household,2,310.46,620.92,Net Banking,2
1336,2024-03-25,Senthil Kumar,Salem,Coffee Powder 200g,Beverages,8,525.57,4204.56,netbanking,5
1287,02-08-2024,Sangeetha Murugan,salem,Milk 1L,Dairy,5,323.39,1616.95,cash,4
1050,09-09-2024,Karthik Sharma,Trichy ,Murukku 250g,Snacks,9,210.24,1892.16,,5
1162,2024-01-26,Kavya Kumar,ERODE,Butter 100g,Dairy,3,58.06,174.18,cash,4
1016,2024-01-22,Ramesh Sundaram,CHENNAI,Murukku 250g,Snacks,8,₹339.97,2719.76,cash,
1052,02/05/2024,Prakash Sundaram,Tirunelveli,Namkeen 200g,Snacks,2,570.43,1140.86,UPI,1
1239,16/05/24,Suresh Nair,vellore,Wheat Flour 5kg,Grocery,3,461.98,1385.94,Net banking,4
1055,11/29/2024,Ramesh Sundaram,Madurai,Toor Dal 1kg,Grocery,10,338.05,3380.5,card,3
1289,2024-02-26,Priya Iyer,Chennai,Soap Pack of 4,Household,1,301.34,301.34,Net banking,5
1115,16/11/24,Prakash Murugan,trichy,Tea Powder 250g,Beverages,5,175.68,878.4,card,5
1029,2024-08-09,Meena Sharma,,Milk 1L,Dairy,10,473.93,4739.3,Card,3
1257,03/30/2024,Arun Sundaram,Trichy,Mixture 500g,Snacks,-2,198.51,397.02,Cash,5
1340,24/03/24,Meena Pillai,Trichy,Dishwash Liquid 500ml,Household,2,337.35,674.7,Card,4
1365,02-03-2024,Meena Nair,coimbatore,Paneer 200g,Dairy,1,₹376.4,376.4,CASH,
1051,04-07-2024,Kavya Iyer,vellore,Dishwash Liquid 500ml,Household,3,533.54,1600.62,netbanking,1
1035,21-03-2024,Manoj Sundaram,vellore,Dishwash Liquid 500ml,Household,7,197.12,1379.84,cash,4
1048,05/19/2024,Manoj Kumar,CHENNAI,Milk 1L,Dairy,3,72.28,216.84,upi,3
1096,2024-09-14,Divya Reddy,salem,Milk 1L,Dairy,6,₹195.13,1170.78,CARD,
1046,04-09-2024,Karthik Reddy,SALEM,Biscuit Pack,Snacks,9,111.63,1004.67,CARD,4
1181,08/22/2024,Meena Iyer,tirunelveli,Milk 1L,Dairy,2,46.55,93.1,Net Banking,5
1110,28-03-2024,Bala Krishnan,vellore,Toor Dal 1kg,Grocery,-4,193.99,775.96,Cash,4
1074,2024-04-07,Manoj Kumar,Madurai,Coffee Powder 200g,Beverages,1,478.84,478.84,CARD,4
1163,18-12-2024,Prakash Raj,ERODE,Mixture 500g,Snacks,4,236.03,944.12,Net banking,3
1175,2024-08-12,Lakshmi Murugan,Erode,Mixture 500g,Snacks,5,228.92,1144.6,Cash,
1134,07/06/2024,Meena Kumar,Trichy ,Banana Chips 200g,Snacks,4,307.03,1228.12,Cash,5
1107,24-11-2024,Senthil Sundaram,ERODE,Coffee Powder 200g,Beverages,8,580.57,4644.56,Upi,3
1361,07/06/24,  Bala Nair  ,Madurai,Tea Powder 250g,Beverages,5,535.65,2678.25,,2
1018,28/06/24,Divya Krishnan,Chennai ,Sugar 1kg,Grocery,8,222.8,1782.4,UPI,4
1025,10/06/2024,Prakash Sharma,Trichy ,Tea Powder 250g,Beverages,1,516.9,516.9,CASH,5
1001,08/02/2024,Divya Murugan,Salem,Rice 5kg,Grocery,9,₹70.42,633.78,upi,3
1327,01/28/2024,Anitha Reddy,Trunelveli,Murukku 250g,Snacks,5,530.07,2650.35,,1
1044,08/15/2024,Nithya Nair,Trunelveli,Tea Powder 250g,Beverages,8,525.98,2391.82,Card,2
1002,12-07-2024,Anitha Pillai,MADURAI,Murukku 250g,Snacks,4,575.18,2300.72,CASH,5
1314,25-07-2024,Lakshmi Nair,Chennai ,Banana Chips 200g,Snacks,2,89.15,178.3,cash,2
1240,2024-12-16,Anitha Pillai,Coimbatore ,Detergent 1kg,Household,6,219.82,1318.92,Upi,4
1356,04/06/24,Nithya Sundaram,MADURAI,Biscuit Pack,Snacks,9,340.04,3060.36,UPI,1
1054,08/09/24,Manoj Pillai,Coimbatore ,Tea Powder 250g,Beverages,2,282.16,564.32,card,
1338,12-09-2024,Arun Sundaram,Tirunelveli,Milk 1L,Dairy,3,454.96,1364.88,UPI,3
1378,12/02/2024,Bala Nair,madurai,Rice 5kg,Grocery,6,200.49,1202.94, UPI,5
1267,24-10-2024,Lakshmi Reddy,Trunelveli,Soap Pack of 4,Household,7,60.37,422.59,netbanking,4
1339,2024-08-19,Kavya Sharma,,Toor Dal 1kg,Grocery,2,505.45,1010.9,netbanking,5
1321,08/06/2024,Suresh Iyer,ERODE,Coffee Powder 200g,Beverages,5,47.57,237.85,UPI,2
1376,03-12-2024,Priya Sundaram,Chennai ,Sunflower Oil 1L,Grocery,7,58.16,407.12,card,
1362,2024-08-14,Raja Reddy,Madurai,Juice 1L,Beverages,8,106.41,851.28,,4
1023,31/08/24,Divya Raj,Chenai,Soap Pack of 4,Household,8,407.2,3257.6,Net banking,3
1182,03/29/2024,Lakshmi Reddy,Chenai,Sugar 1kg,Grocery,10,574.59,5745.9,Cash ,4
1288,17/04/24,Nithya Iyer,Combatore,Milk 1L,Dairy,4,180.33,721.32,netbanking,3
1381,14-05-2024,Arun Sharma,salem,Sunflower Oil 1L,Grocery,-6,45.46,190.34,CARD,3
1183,10/10/2024,Swathi Krishnan,vellore,Phenyl 1L,Household,6,582.89,3497.34,Net banking,3
1297,23-09-2024,Kavya Raj,ERODE,Phenyl 1L,Household,8,70.64,565.12,Cash,3
1398,04/28/2024,Divya Raj,Trichy,Toor Dal 1kg,Grocery,3,439.93,1336.29,CARD,4
1280,2024-03-18,Manoj Sundaram,,Soap Pack of 4,Household,2,60.84,121.68,,3
1397,16-02-2024,Priya Iyer,ERODE,Dishwash Liquid 500ml,Household,2,246.56,493.12,Cash,4
1136,30-03-2024,Bala Raj,tirunelveli,Curd 500g,Dairy,7,443.38,3103.66,Cash ,2
1128,2024-05-22,Ramesh Pillai,Madurai,Banana Chips 200g,Snacks,7,303.89,2127.23,netbanking,
1387,23-10-2024,Arun Pillai,Tiruchirapalli,Wheat Flour 5kg,Grocery,5,130.57,652.85,Card,5
1173,05/14/2024,Meena Nair,Trichy,Coffee Powder 200g,Beverages,9,176.59,1589.31,Cash,5
1341,03/11/24,Sangeetha Nair,Combatore,Banana Chips 200g,Snacks,5,544.17,2720.85,CASH,3
1109,2024-06-30,Raja Sundaram,Chennai,Soap Pack of 4,Household,5,29.94,149.7,UPI,2
1273,2024-05-22,Swathi Sundaram,Madurai,Mixture 500g,Snacks,10,171.06,1710.6,CASH,1
1300,13/01/24,Ramesh Reddy,Trunelveli,Rice 5kg,Grocery,3,138.99,416.97,Card,5
1108,06-09-2024,Anitha Murugan,Chennai,Salt 1kg,Grocery,4,59.42,237.68,netbanking,1
1049,2024-12-10,Manoj Raj,Tirunelveli,Soft Drink 1.5L,Beverages,4,518.88,2075.52,Card,
1132,04/19/2024,Lakshmi Pillai,,Butter 100g,Dairy,5,99.53,497.65,upi,2
1374,15/01/24,Prakash Krishnan,Tirunelveli,Juice 1L,Beverages,10,488.45,4884.5,Net Banking,4
1148,01/29/2024,Vijay Kumar,Trichy,Toor Dal 1kg,Grocery,8,327.07,2616.56,UPI,4
1243,2024-01-10,Senthil Reddy,Vellore,Coffee Powder 200g,Beverages,9,71.05,639.45,Cash,4
1328,23/03/24,Lakshmi Iyer,Trunelveli,Soft Drink 1.5L,Beverages,8,245.31,1962.48,card,2
1346,19/03/24,Karthik Krishnan,chennai,Milk 1L,Dairy,3,396.85,1190.55,UPI,5
1178,25-03-2024,Raja Sharma,Trunelveli,Dishwash Liquid 500ml,Household,4,299.52,1198.08,UPI,1
1354,31/05/24,Suresh Raj,Chenai,Coffee Powder 200g,Beverages,7,589.53,4126.71,cash,1
1024,2024-07-27,Divya Sundaram,ERODE,Paneer 200g,Dairy,5,156.01,780.05,cash,3
1253,2024-12-07,Manoj Raj,erode,Soap Pack of 4,Household,1,161.93,161.93,,3
1308,10-11-2024,Karthik Murugan,Tirunelveli,Murukku 250g,Snacks,6,471.71,2830.26,UPI,4
1358,08/05/2024,Prakash Iyer,MADURAI,Namkeen 200g,Snacks,2,210.15,420.3,card,2
1042,30/08/24,Manoj Iyer,Erode,Namkeen 200g,Snacks,6,340.11,2040.66,Card,4
1211,2024-08-31,Senthil Nair,trichy,Sugar 1kg,Grocery,9,330.68,2976.12,Card,4
1367,2024-08-25,Anitha Reddy,SALEM,Dishwash Liquid 500ml,Household,9,138.01,1242.09,upi,3
1146,2024-11-27,Anitha Nair,MADURAI,Tea Powder 250g,Beverages,7,416.26,2913.82,Upi,5
1331,11-01-2024,Ramesh Sundaram,ERODE,Biscuit Pack,Snacks,10,499.53,4995.3,netbanking,3
1264,05/07/24,Manoj Sharma,Trichy,Mixture 500g,Snacks,8,76.41,611.28,netbanking,4
1066,23/12/24,Senthil Raj,Tirunelveli,Salt 1kg,Grocery,7,184.81,1293.67,Upi,2
1311,05/24/2024,Kavya Kumar,trichy,Ghee 500ml,Dairy,5,570.3,2851.5,UPI,2
1170,2024-12-21,Prakash Nair,vellore,Sunflower Oil 1L,Grocery,7,22.71,158.97,CASH,3
1116,06/13/2024,Meena Kumar,coimbatore,Butter 100g,Dairy,6,508.14,3048.84,netbanking,4
1151,01/01/24,Deepa Nair,Tirunelveli,Mixture 500g,Snacks,8,396.52,3172.16,Card,3
1067,21-02-2024,Ramesh Iyer,vellore,Toor Dal 1kg,Grocery,7,314.92,1783.1,card,4
1038,17/06/24,Sangeetha Iyer,chennai,Namkeen 200g,Snacks,5,125.26,626.3,Net Banking,4
1161,01-08-2024,  Vijay Pillai  ,Chennai ,Banana Chips 200g,Snacks,5,200.35,1001.75,cash,3
1285,19-04-2024,Swathi Sharma,Coimbatore ,Rice 5kg,Grocery,4,267.2,1068.8,netbanking,2
1258,01-10-2024,Ramesh Reddy,Erode,Biscuit Pack,Snacks,8,537.39,4299.12,Net banking,1
1008,2024-12-09,Suresh Iyer,Coimbatore ,Detergent 1kg,Household,3,402.66,1207.98,Net Banking,3
1169,22/03/24,Ramesh Pillai,vellore,Paneer 200g,Dairy,3,471.79,1415.37,Upi,
1176,22-03-2024,Lakshmi Nair,Tirunelveli,Toor Dal 1kg,Grocery,8,177.66,1421.28,Net banking,3
1158,05-03-2024,Meena Raj,Trichy ,Juice 1L,Beverages,1,311.22,311.22,UPI,4
1093,01/20/2024,Nithya Murugan,Madurai,Tea Powder 250g,Beverages,8,296.92,2375.36,card,1
1204,2024-02-12,Kavya Kumar,vellore,Detergent 1kg,Household,7,153.1,1071.7,netbanking,2
1231,2024-09-07,Lakshmi Iyer,,Biscuit Pack,Snacks,1,504.41,504.41,UPI,4
1009,08/12/24,Divya Raj,coimbatore,Soap Pack of 4,Household,10,₹341.27,3412.7,cash,2
1122,2024-09-07,Arun Reddy,Chenai,Juice 1L,Beverages,7,22.58,158.06,Cash,3
1063,2024-08-14,Swathi Murugan,trichy,Paneer 200g,Dairy,2,122.74,245.48,Net banking,5
