OrderID,OrderDate,CustomerName,City,Product,Category,Quantity,UnitPrice,TotalAmount,PaymentMode,Rating
1040,2024-11-27,Sangeetha Raj,Salem,Dishwash Liquid 500ml,Household,10,483.60,"4,836.00",Cash,2
1320,2024-11-10,Bala Kumar,Chennai,Soft Drink 1.5L,Beverages,7,350.81,"2,455.67",Net Banking,4
1077,2024-02-09,Ramesh Sharma,Madurai,Soft Drink 1.5L,Beverages,8,40.18,321.44,Net Banking,1
1292,2024-09-15,Manoj Sundaram,Unknown,Soap Pack of 4,Household,7,446.98,"3,128.86",UPI,1
1186,2024-04-09,Anitha Pillai,Vellore,Murukku 250g,Snacks,1,27.52,27.52,Net Banking,5
1207,2024-10-02,Senthil Iyer,Trichy,Milk 1L,Dairy,1,113.23,113.23,Cash,4
1095,2024-04-04,Manoj Sundaram,Madurai,Toor Dal 1kg,Grocery,1,447.24,447.24,UPI,4
1270,2024-05-11,Ramesh Murugan,Madurai,Biscuit Pack,Snacks,1,103.52,103.52,UPI,3
1200,2024-03-01,Kavya Reddy,Vellore,Coffee Powder 200g,Beverages,10,23.83,238.30,UPI,3
1087,2024-03-12,Nithya Pillai,Tirunelveli,Sugar 1kg,Grocery,4,369.43,"1,477.72",Cash,5
1259,2024-01-17,Vijay Kumar,Coimbatore,Mixture 500g,Snacks,7,383.38,"2,683.66",Net Banking,2
1149,2024-11-04,Divya Sharma,Madurai,Soft Drink 1.5L,Beverages,6,550.11,"3,300.66",Unknown,4
1278,2024-08-02,Swathi Krishnan,Coimbatore,Rice 5kg,Grocery,2,430.68,861.36,UPI,3
1343,2024-11-02,Meena Sharma,Trichy,Paneer 200g,Dairy,2,552.04,"1,104.08",Net Banking,4
1238,2024-06-21,Bala Murugan,Tirunelveli,Detergent 1kg,Household,4,108.85,435.40,Net Banking,
1014,2024-10-05,Karthik Reddy,Tirunelveli,Biscuit Pack,Snacks,10,597.74,"5,977.40",Card,5
1234,2024-10-15,Deepa Iyer,Vellore,Ghee 500ml,Dairy,8,561.44,"4,491.52",Card,4
1167,2024-12-14,Kavya Iyer,Erode,Ghee 500ml,Dairy,3,507.57,"1,522.71",Cash,3
1227,2024-02-15,Divya Nair,Trichy,Salt 1kg,Grocery,3,480.75,"1,442.25",UPI,1
1114,2024-07-16,Kavya Sundaram,Salem,Rice 5kg,Grocery,2,128.69,257.38,Net Banking,
1226,2024-06-01,Manoj Raj,Chennai,Coffee Powder 200g,Beverages,4,294.24,"1,176.96",Card,1
1220,2024-06-15,Swathi Murugan,Unknown,Detergent 1kg,Household,7,199.43,"1,396.01",UPI,3
1072,2024-05-04,Divya Nair,Unknown,Paneer 200g,Dairy,10,285.13,"2,851.30",Cash,3
1075,2024-05-08,Lakshmi Pillai,Tirunelveli,Salt 1kg,Grocery,7,451.12,"3,157.84",UPI,4
1353,2024-09-21,Deepa Raj,Salem,Soft Drink 1.5L,Beverages,7,229.17,"1,604.19",Net Banking,3
1265,2024-11-10,Karthik Raj,Erode,Mixture 500g,Snacks,6,297.62,"1,785.72",Card,3
1315,2024-04-28,Bala Sharma,Salem,Juice 1L,Beverages,7,226.54,"1,585.78",Net Banking,5
1103,2024-12-28,Priya Pillai,Vellore,Dishwash Liquid 500ml,Household,7,475.77,"3,330.39",UPI,4
1092,2024-02-21,Vijay Reddy,Tirunelveli,Murukku 250g,Snacks,9,177.26,"1,595.34",Cash,
1248,2024-10-19,Deepa Reddy,Trichy,Curd 500g,Dairy,8,418.96,"3,351.68",Net Banking,1
1293,2024-12-26,Sangeetha Krishnan,Coimbatore,Juice 1L,Beverages,1,422.03,422.03,Card,4
1033,2024-02-22,Arun Sundaram,Salem,Soft Drink 1.5L,Beverages,3,195.32,585.96,Cash,3
1108,2024-06-09,Anitha Murugan,Chennai,Salt 1kg,Grocery,4,59.42,237.68,Net Banking,1
1284,2024-11-08,Priya Murugan,Trichy,Dishwash Liquid 500ml,Household,1,293.31,293.31,UPI,3
1202,2024-10-29,Arun Reddy,Salem,Tea Powder 250g,Beverages,8,523.04,"4,184.32",UPI,3
1313,2024-05-02,Meena Iyer,Tirunelveli,Butter 100g,Dairy,2,210.31,420.62,Card,4
1147,2024-06-13,Vijay Nair,Chennai,Soap Pack of 4,Household,4,392.74,"1,570.96",Cash,5
1349,2024-03-07,Manoj Murugan,Tirunelveli,Dishwash Liquid 500ml,Household,7,576.69,"4,036.83",Card,3
1056,2024-07-09,Prakash Nair,Tirunelveli,Butter 100g,Dairy,6,267.52,"1,605.12",UPI,
1019,2024-11-08,Vijay Murugan,Chennai,Phenyl 1L,Household,5,42.19,210.95,Card,3
1083,2024-06-23,Nithya Sundaram,Chennai,Soap Pack of 4,Household,5,300.11,"1,500.55",Card,2
1232,2024-04-06,Arun Reddy,Coimbatore,Ghee 500ml,Dairy,2,291.47,582.94,Unknown,1
1291,2024-10-10,Ramesh Raj,Chennai,Salt 1kg,Grocery,8,262.57,"2,100.56",Card,3
1160,2024-12-21,Bala Raj,Coimbatore,Ghee 500ml,Dairy,9,530.48,"4,774.32",Net Banking,
1299,2024-12-07,Vijay Krishnan,Salem,Dishwash Liquid 500ml,Household,5,466.45,"2,332.25",UPI,3
1139,2024-08-26,Senthil Krishnan,Vellore,Milk 1L,Dairy,6,177.33,"1,063.98",Cash,4
1045,2024-10-25,Meena Pillai,Tirunelveli,Rice 5kg,Grocery,3,161.63,484.89,UPI,
1133,2024-05-25,Lakshmi Murugan,Trichy,Soap Pack of 4,Household,10,443.41,"4,434.10",UPI,5
1282,2024-08-04,Arun Murugan,Erode,Murukku 250g,Snacks,7,403.23,"2,822.61",Cash,
1250,2024-04-13,Manoj Raj,Unknown,Salt 1kg,Grocery,2,124.27,248.54,UPI,4
1380,2024-02-07,Divya Krishnan,Trichy,Sugar 1kg,Grocery,4,158.63,634.52,Card,4
1057,2024-05-22,Kavya Nair,Coimbatore,Phenyl 1L,Household,1,581.67,581.67,UPI,4
1081,2024-12-29,Raja Pillai,Erode,Murukku 250g,Snacks,9,391.08,"3,519.72",Net Banking,1
1006,2024-05-14,Swathi Reddy,Vellore,Tea Powder 250g,Beverages,9,519.25,"4,673.25",Card,5
1118,2024-01-19,Ramesh Sundaram,Vellore,Murukku 250g,Snacks,3,434.84,"1,304.52",Net Banking,4
1136,2024-03-30,Bala Raj,Tirunelveli,Curd 500g,Dairy,7,443.38,"3,103.66",Cash,2
1319,2024-02-12,Kavya Pillai,Coimbatore,Biscuit Pack,Snacks,1,403.52,403.52,Cash,5
1197,2024-05-28,Bala Nair,Chennai,Wheat Flour 5kg,Grocery,4,545.66,"2,182.64",Net Banking,3
1337,2024-09-09,Arun Murugan,Erode,Coffee Powder 200g,Beverages,3,40.80,122.40,Net Banking,
1053,2024-03-30,Karthik Sundaram,Madurai,Paneer 200g,Dairy,3,592.77,"1,778.31",Cash,
1275,2024-09-29,Divya Reddy,Vellore,Butter 100g,Dairy,3,142.30,426.90,Card,1
1390,2024-11-23,Bala Sharma,Madurai,Sunflower Oil 1L,Grocery,10,522.83,"5,228.30",Net Banking,3
1329,2024-06-16,Sangeetha Reddy,Salem,Tea Powder 250g,Beverages,6,436.08,"2,616.48",UPI,
1119,2024-10-24,Kavya Murugan,Coimbatore,Detergent 1kg,Household,1,346.67,346.67,Card,
1281,2024-11-19,Anitha Nair,Erode,Detergent 1kg,Household,2,333.27,666.54,Net Banking,3
1058,2024-04-20,Deepa Sundaram,Salem,Detergent 1kg,Household,5,554.49,"2,772.45",Unknown,2
1335,2024-02-15,Vijay Iyer,Chennai,Namkeen 200g,Snacks,5,586.96,"2,934.80",Cash,5
1302,2024-09-19,Suresh Pillai,Erode,Coffee Powder 200g,Beverages,4,358.39,"1,433.56",Card,
1185,2024-11-27,Meena Sundaram,Salem,Sunflower Oil 1L,Grocery,1,420.55,420.55,Cash,4
1347,2024-09-11,Divya Krishnan,Unknown,Tea Powder 250g,Beverages,7,49.53,346.71,Net Banking,3
1068,2024-04-29,Deepa Murugan,Vellore,Dishwash Liquid 500ml,Household,10,489.25,"4,892.50",Net Banking,4
1274,2024-02-13,Lakshmi Sharma,Salem,Mixture 500g,Snacks,10,448.60,"4,486.00",UPI,4
1123,2024-08-02,Kavya Reddy,Coimbatore,Soap Pack of 4,Household,5,552.84,"2,764.20",Card,4
1224,2024-08-01,Swathi Reddy,Salem,Soap Pack of 4,Household,1,108.25,108.25,Unknown,5
1177,2024-09-06,Swathi Nair,Erode,Soap Pack of 4,Household,10,36.71,367.10,Unknown,4
1245,2024-03-15,Swathi Pillai,Vellore,Dishwash Liquid 500ml,Household,3,139.92,419.76,UPI,5
1111,2024-07-22,Divya Krishnan,Coimbatore,Soft Drink 1.5L,Beverages,10,295.79,"2,957.90",Cash,
1295,2024-04-14,Priya Iyer,Tirunelveli,Wheat Flour 5kg,Grocery,6,535.03,"3,210.18",Cash,5
1059,2024-09-19,Senthil Sharma,Tirunelveli,Banana Chips 200g,Snacks,1,110.24,110.24,Cash,4
1179,2024-02-22,Priya Iyer,Tirunelveli,Banana Chips 200g,Snacks,7,253.90,"1,777.30",Net Banking,4
1399,2024-02-22,Senthil Kumar,Chennai,Banana Chips 200g,Snacks,8,147.66,"1,181.28",Card,2
1344,2024-02-10,Priya Raj,Madurai,Coffee Powder 200g,Beverages,5,202.09,"1,010.45",Net Banking,5
1389,2024-06-15,Bala Murugan,Tirunelveli,Detergent 1kg,Household,1,309.88,309.88,UPI,4
1168,2024-01-28,Anitha Pillai,Trichy,Paneer 200g,Dairy,10,190.55,"1,905.50",Cash,4
1377,2024-08-15,Karthik Reddy,Coimbatore,Juice 1L,Beverages,10,131.64,"1,316.40",Cash,3
1363,2024-01-10,Lakshmi Iyer,Salem,Milk 1L,Dairy,10,334.26,"3,342.60",UPI,3
1309,2024-03-13,Sangeetha Pillai,Madurai,Rice 5kg,Grocery,6,100.63,603.78,Card,
1330,2024-10-31,Manoj Murugan,Madurai,Salt 1kg,Grocery,4,384.41,"1,537.64",UPI,3
1395,2024-08-25,Manoj Kumar,Trichy,Paneer 200g,Dairy,8,241.07,"1,928.56",Net Banking,1
1268,2024-03-06,Swathi Sharma,Salem,Butter 100g,Dairy,4,415.28,"1,661.12",Card,5
1393,2024-01-04,Sangeetha Reddy,Tirunelveli,Coffee Powder 200g,Beverages,1,447.63,447.63,Net Banking,5
1229,2024-02-05,Sangeetha Reddy,Salem,Banana Chips 200g,Snacks,9,424.28,"3,818.52",Card,4
1382,2024-09-29,Arun Sundaram,Coimbatore,Butter 100g,Dairy,6,489.50,"2,937.00",Net Banking,2
1357,2024-11-17,Vijay Iyer,Chennai,Salt 1kg,Grocery,1,458.80,458.80,Cash,5
1141,2024-01-23,Karthik Pillai,Trichy,Tea Powder 250g,Beverages,7,512.42,"3,586.94",UPI,4
1157,2024-01-02,Priya Sundaram,Madurai,Soft Drink 1.5L,Beverages,5,151.22,756.10,Cash,5
1375,2024-01-02,Divya Raj,Tirunelveli,Wheat Flour 5kg,Grocery,6,502.86,"3,017.16",UPI,4
1294,2024-11-09,Ramesh Nair,Erode,Detergent 1kg,Household,6,383.55,"2,301.30",Cash,5
1266,2024-12-30,Divya Sharma,Vellore,Soap Pack of 4,Household,3,584.86,"1,754.58",Net Banking,5
1286,2024-06-09,Ramesh Nair,Coimbatore,Murukku 250g,Snacks,6,340.98,"2,045.88",Cash,2
1129,2024-09-05,Manoj Pillai,Chennai,Soft Drink 1.5L,Beverages,9,250.68,"2,256.12",Net Banking,5
1140,2024-05-05,Karthik Pillai,Coimbatore,Mixture 500g,Snacks,10,475.01,"4,750.10",Card,4
1317,2024-02-26,Manoj Pillai,Coimbatore,Sugar 1kg,Grocery,8,286.60,"2,292.80",Card,3
1135,2024-07-06,Vijay Krishnan,Coimbatore,Rice 5kg,Grocery,1,570.23,570.23,Net Banking,
9998,2024-07-20,,Chennai,Milk 1L,Dairy,2,25.00,50.00,UPI,
1216,2024-08-18,Raja Iyer,Erode,Butter 100g,Dairy,8,194.02,"1,552.16",Net Banking,
1244,2024-11-16,Priya Sundaram,Trichy,Mixture 500g,Snacks,1,567.60,567.60,Card,
1260,2024-09-04,Meena Krishnan,Tirunelveli,Coffee Powder 200g,Beverages,3,85.09,255.27,Cash,
1303,2024-07-31,Prakash Murugan,Chennai,Namkeen 200g,Snacks,7,234.39,"1,640.73",Card,4
1195,2024-01-03,Meena Sharma,Trichy,Banana Chips 200g,Snacks,4,204.32,817.28,Card,3
1196,2024-05-14,Ramesh Pillai,Salem,Butter 100g,Dairy,8,278.31,"2,226.48",Cash,2
1400,2024-01-07,Prakash Murugan,Tirunelveli,Wheat Flour 5kg,Grocery,6,587.25,"3,523.50",Cash,4
1296,2024-03-03,Bala Krishnan,Coimbatore,Ghee 500ml,Dairy,4,205.87,823.48,Net Banking,
1026,2024-05-13,Prakash Pillai,Erode,Biscuit Pack,Snacks,7,440.03,"3,080.21",Cash,
1172,2024-07-13,Raja Murugan,Unknown,Curd 500g,Dairy,1,237.61,237.61,Cash,2
1249,2024-03-26,Raja Iyer,Chennai,Juice 1L,Beverages,1,343.47,343.47,Cash,5
1061,2024-08-23,Anitha Kumar,Vellore,Murukku 250g,Snacks,2,520.02,"1,040.04",Net Banking,2
1241,2024-12-05,Swathi Murugan,Chennai,Rice 5kg,Grocery,5,27.97,139.85,Net Banking,1
1088,2024-12-18,Bala Pillai,Vellore,Banana Chips 200g,Snacks,9,328.76,"2,958.84",Cash,5
1017,2024-07-29,Lakshmi Pillai,Unknown,Toor Dal 1kg,Grocery,7,584.83,"4,093.81",UPI,3
1392,2024-01-04,Suresh Nair,Vellore,Sunflower Oil 1L,Grocery,4,95.36,381.44,Net Banking,5
1032,2024-03-02,Prakash Krishnan,Salem,Rice 5kg,Grocery,10,234.03,"2,340.30",Card,4
1097,2024-02-27,Ramesh Reddy,Trichy,Mixture 500g,Snacks,10,236.70,"2,367.00",UPI,2
1022,2024-02-24,Priya Krishnan,Madurai,Curd 500g,Dairy,10,512.85,"5,128.50",UPI,4
1076,2024-05-20,Lakshmi Raj,Salem,Ghee 500ml,Dairy,5,197.77,988.85,Net Banking,
1210,2024-01-15,Raja Sundaram,Tirunelveli,Phenyl 1L,Household,10,165.08,"1,650.80",Net Banking,5
1352,2024-01-04,Deepa Sundaram,Trichy,Milk 1L,Dairy,9,309.07,"2,781.63",Card,3
1112,2024-06-16,Prakash Murugan,Vellore,Dishwash Liquid 500ml,Household,2,310.46,620.92,Net Banking,2
1336,2024-03-25,Senthil Kumar,Salem,Coffee Powder 200g,Beverages,8,525.57,"4,204.56",Net Banking,5
1287,2024-02-08,Sangeetha Murugan,Salem,Milk 1L,Dairy,5,323.39,"1,616.95",Cash,4
1050,2024-09-09,Karthik Sharma,Trichy,Murukku 250g,Snacks,9,210.24,"1,892.16",Unknown,5
1162,2024-01-26,Kavya Kumar,Erode,Butter 100g,Dairy,3,58.06,174.18,Cash,4
1016,2024-01-22,Ramesh Sundaram,Chennai,Murukku 250g,Snacks,8,339.97,"2,719.76",Cash,
1052,2024-02-05,Prakash Sundaram,Tirunelveli,Namkeen 200g,Snacks,2,570.43,"1,140.86",UPI,1
1239,2024-05-16,Suresh Nair,Vellore,Wheat Flour 5kg,Grocery,3,461.98,"1,385.94",Net Banking,4
1055,2024-11-29,Ramesh Sundaram,Madurai,Toor Dal 1kg,Grocery,10,338.05,"3,380.50",Card,3
1289,2024-02-26,Priya Iyer,Chennai,Soap Pack of 4,Household,1,301.34,301.34,Net Banking,5
1115,2024-11-16,Prakash Murugan,Trichy,Tea Powder 250g,Beverages,5,175.68,878.40,Card,5
1029,2024-08-09,Meena Sharma,Unknown,Milk 1L,Dairy,10,473.93,"4,739.30",Card,3
1340,2024-03-24,Meena Pillai,Trichy,Dishwash Liquid 500ml,Household,2,337.35,674.70,Card,4
1365,2024-02-03,Meena Nair,Coimbatore,Paneer 200g,Dairy,1,376.40,376.40,Cash,
1051,2024-04-07,Kavya Iyer,Vellore,Dishwash Liquid 500ml,Household,3,533.54,"1,600.62",Net Banking,1
1035,2024-03-21,Manoj Sundaram,Vellore,Dishwash Liquid 500ml,Household,7,197.12,"1,379.84",Cash,4
1048,2024-05-19,Manoj Kumar,Chennai,Milk 1L,Dairy,3,72.28,216.84,UPI,3
1096,2024-09-14,Divya Reddy,Salem,Milk 1L,Dairy,6,195.13,"1,170.78",Card,
1046,2024-04-09,Karthik Reddy,Salem,Biscuit Pack,Snacks,9,111.63,"1,004.67",Card,4
1181,2024-08-22,Meena Iyer,Tirunelveli,Milk 1L,Dairy,2,46.55,93.10,Net Banking,5
1074,2024-04-07,Manoj Kumar,Madurai,Coffee Powder 200g,Beverages,1,478.84,478.84,Card,4
1163,2024-12-18,Prakash Raj,Erode,Mixture 500g,Snacks,4,236.03,944.12,Net Banking,3
1175,2024-08-12,Lakshmi Murugan,Erode,Mixture 500g,Snacks,5,228.92,"1,144.60",Cash,
1134,2024-07-06,Meena Kumar,Trichy,Banana Chips 200g,Snacks,4,307.03,"1,228.12",Cash,5
1107,2024-11-24,Senthil Sundaram,Erode,Coffee Powder 200g,Beverages,8,580.57,"4,644.56",UPI,3
1361,2024-07-06,Bala Nair,Madurai,Tea Powder 250g,Beverages,5,535.65,"2,678.25",Unknown,2
1018,2024-06-28,Divya Krishnan,Chennai,Sugar 1kg,Grocery,8,222.80,"1,782.40",UPI,4
1025,2024-10-06,Prakash Sharma,Trichy,Tea Powder 250g,Beverages,1,516.90,516.90,Cash,5
1001,2024-08-02,Divya Murugan,Salem,Rice 5kg,Grocery,9,70.42,633.78,UPI,3
1327,2024-01-28,Anitha Reddy,Tirunelveli,Murukku 250g,Snacks,5,530.07,"2,650.35",Unknown,1
1044,2024-08-15,Nithya Nair,Tirunelveli,Tea Powder 250g,Beverages,8,525.98,"4,207.84",Card,2
1002,2024-12-07,Anitha Pillai,Madurai,Murukku 250g,Snacks,4,575.18,"2,300.72",Cash,5
1314,2024-07-25,Lakshmi Nair,Chennai,Banana Chips 200g,Snacks,2,89.15,178.30,Cash,2
1240,2024-12-16,Anitha Pillai,Coimbatore,Detergent 1kg,Household,6,219.82,"1,318.92",UPI,4
1356,2024-04-06,Nithya Sundaram,Madurai,Biscuit Pack,Snacks,9,340.04,"3,060.36",UPI,1
1054,2024-08-09,Manoj Pillai,Coimbatore,Tea Powder 250g,Beverages,2,282.16,564.32,Card,
1338,2024-12-09,Arun Sundaram,Tirunelveli,Milk 1L,Dairy,3,454.96,"1,364.88",UPI,3
1378,2024-12-02,Bala Nair,Madurai,Rice 5kg,Grocery,6,200.49,"1,202.94",UPI,5
1267,2024-10-24,Lakshmi Reddy,Tirunelveli,Soap Pack of 4,Household,7,60.37,422.59,Net Banking,4
1339,2024-08-19,Kavya Sharma,Unknown,Toor Dal 1kg,Grocery,2,505.45,"1,010.90",Net Banking,5
1321,2024-08-06,Suresh Iyer,Erode,Coffee Powder 200g,Beverages,5,47.57,237.85,UPI,2
1376,2024-03-12,Priya Sundaram,Chennai,Sunflower Oil 1L,Grocery,7,58.16,407.12,Card,
1362,2024-08-14,Raja Reddy,Madurai,Juice 1L,Beverages,8,106.41,851.28,Unknown,4
1023,2024-08-31,Divya Raj,Chennai,Soap Pack of 4,Household,8,407.20,"3,257.60",Net Banking,3
1182,2024-03-29,Lakshmi Reddy,Chennai,Sugar 1kg,Grocery,10,574.59,"5,745.90",Cash,4
1288,2024-04-17,Nithya Iyer,Coimbatore,Milk 1L,Dairy,4,180.33,721.32,Net Banking,3
1183,2024-10-10,Swathi Krishnan,Vellore,Phenyl 1L,Household,6,582.89,"3,497.34",Net Banking,3
1297,2024-09-23,Kavya Raj,Erode,Phenyl 1L,Household,8,70.64,565.12,Cash,3
1398,2024-04-28,Divya Raj,Trichy,Toor Dal 1kg,Grocery,3,439.93,"1,319.79",Card,4
1280,2024-03-18,Manoj Sundaram,Unknown,Soap Pack of 4,Household,2,60.84,121.68,Unknown,3
1397,2024-02-16,Priya Iyer,Erode,Dishwash Liquid 500ml,Household,2,246.56,493.12,Cash,4
1128,2024-05-22,Ramesh Pillai,Madurai,Banana Chips 200g,Snacks,7,303.89,"2,127.23",Net Banking,
1387,2024-10-23,Arun Pillai,Trichy,Wheat Flour 5kg,Grocery,5,130.57,652.85,Card,5
1173,2024-05-14,Meena Nair,Trichy,Coffee Powder 200g,Beverages,9,176.59,"1,589.31",Cash,5
1341,2024-03-11,Sangeetha Nair,Coimbatore,Banana Chips 200g,Snacks,5,544.17,"2,720.85",Cash,3
1109,2024-06-30,Raja Sundaram,Chennai,Soap Pack of 4,Household,5,29.94,149.70,UPI,2
1273,2024-05-22,Swathi Sundaram,Madurai,Mixture 500g,Snacks,10,171.06,"1,710.60",Cash,1
1300,2024-01-13,Ramesh Reddy,Tirunelveli,Rice 5kg,Grocery,3,138.99,416.97,Card,5
1049,2024-12-10,Manoj Raj,Tirunelveli,Soft Drink 1.5L,Beverages,4,518.88,"2,075.52",Card,
1132,2024-04-19,Lakshmi Pillai,Unknown,Butter 100g,Dairy,5,99.53,497.65,UPI,2
1374,2024-01-15,Prakash Krishnan,Tirunelveli,Juice 1L,Beverages,10,488.45,"4,884.50",Net Banking,4
1148,2024-01-29,Vijay Kumar,Trichy,Toor Dal 1kg,Grocery,8,327.07,"2,616.56",UPI,4
1243,2024-01-10,Senthil Reddy,Vellore,Coffee Powder 200g,Beverages,9,71.05,639.45,Cash,4
1328,2024-03-23,Lakshmi Iyer,Tirunelveli,Soft Drink 1.5L,Beverages,8,245.31,"1,962.48",Card,2
1346,2024-03-19,Karthik Krishnan,Chennai,Milk 1L,Dairy,3,396.85,"1,190.55",UPI,5
1178,2024-03-25,Raja Sharma,Tirunelveli,Dishwash Liquid 500ml,Household,4,299.52,"1,198.08",UPI,1
1354,2024-05-31,Suresh Raj,Chennai,Coffee Powder 200g,Beverages,7,589.53,"4,126.71",Cash,1
1024,2024-07-27,Divya Sundaram,Erode,Paneer 200g,Dairy,5,156.01,780.05,Cash,3
1253,2024-12-07,Manoj Raj,Erode,Soap Pack of 4,Household,1,161.93,161.93,Unknown,3
1308,2024-10-11,Karthik Murugan,Tirunelveli,Murukku 250g,Snacks,6,471.71,"2,830.26",UPI,4
1358,2024-08-05,Prakash Iyer,Madurai,Namkeen 200g,Snacks,2,210.15,420.30,Card,2
1042,2024-08-30,Manoj Iyer,Erode,Namkeen 200g,Snacks,6,340.11,"2,040.66",Card,4
1211,2024-08-31,Senthil Nair,Trichy,Sugar 1kg,Grocery,9,330.68,"2,976.12",Card,4
1367,2024-08-25,Anitha Reddy,Salem,Dishwash Liquid 500ml,Household,9,138.01,"1,242.09",UPI,3
1146,2024-11-27,Anitha Nair,Madurai,Tea Powder 250g,Beverages,7,416.26,"2,913.82",UPI,5
1331,2024-11-01,Ramesh Sundaram,Erode,Biscuit Pack,Snacks,10,499.53,"4,995.30",Net Banking,3
1264,2024-05-07,Manoj Sharma,Trichy,Mixture 500g,Snacks,8,76.41,611.28,Net Banking,4
1066,2024-12-23,Senthil Raj,Tirunelveli,Salt 1kg,Grocery,7,184.81,"1,293.67",UPI,2
1311,2024-05-24,Kavya Kumar,Trichy,Ghee 500ml,Dairy,5,570.30,"2,851.50",UPI,2
1170,2024-12-21,Prakash Nair,Vellore,Sunflower Oil 1L,Grocery,7,22.71,158.97,Cash,3
1116,2024-06-13,Meena Kumar,Coimbatore,Butter 100g,Dairy,6,508.14,"3,048.84",Net Banking,4
1151,2024-01-01,Deepa Nair,Tirunelveli,Mixture 500g,Snacks,8,396.52,"3,172.16",Card,3
1067,2024-02-21,Ramesh Iyer,Vellore,Toor Dal 1kg,Grocery,7,314.92,"2,204.44",Card,4
1038,2024-06-17,Sangeetha Iyer,Chennai,Namkeen 200g,Snacks,5,125.26,626.30,Net Banking,4
1161,2024-01-08,Vijay Pillai,Chennai,Banana Chips 200g,Snacks,5,200.35,"1,001.75",Cash,3
1285,2024-04-19,Swathi Sharma,Coimbatore,Rice 5kg,Grocery,4,267.20,"1,068.80",Net Banking,2
1258,2024-01-10,Ramesh Reddy,Erode,Biscuit Pack,Snacks,8,537.39,"4,299.12",Net Banking,1
1008,2024-12-09,Suresh Iyer,Coimbatore,Detergent 1kg,Household,3,402.66,"1,207.98",Net Banking,3
1169,2024-03-22,Ramesh Pillai,Vellore,Paneer 200g,Dairy,3,471.79,"1,415.37",UPI,
1176,2024-03-22,Lakshmi Nair,Tirunelveli,Toor Dal 1kg,Grocery,8,177.66,"1,421.28",Net Banking,3
1158,2024-05-03,Meena Raj,Trichy,Juice 1L,Beverages,1,311.22,311.22,UPI,4
1093,2024-01-20,Nithya Murugan,Madurai,Tea Powder 250g,Beverages,8,296.92,"2,375.36",Card,1
1204,2024-02-12,Kavya Kumar,Vellore,Detergent 1kg,Household,7,153.10,"1,071.70",Net Banking,2
1231,2024-09-07,Lakshmi Iyer,Unknown,Biscuit Pack,Snacks,1,504.41,504.41,UPI,4
1009,2024-08-12,Divya Raj,Coimbatore,Soap Pack of 4,Household,10,341.27,"3,412.70",Cash,2
1122,2024-09-07,Arun Reddy,Chennai,Juice 1L,Beverages,7,22.58,158.06,Cash,3
1063,2024-08-14,Swathi Murugan,Trichy,Paneer 200g,Dairy,2,122.74,245.48,Net Banking,5
